Date,Time,Item,Quantity,Unit Price,Total Price,Payment Method,Staff
2025-05-11,19:40,Chicken Wings,5,5.99,29.95,Cash,Sam
2025-05-03,17:17,Chicken Wings,3,5.99,17.97,Card,Jess
2025-05-31,18:43,Margherita,2,6.99,13.98,Card,Alex
2025-05-08,22:46,Chicken Wings,3,5.99,17.97,Card,Jess
2025-05-12,18:57,Pepperoni,2,8.99,17.98,Card,Chris
2025-05-13,20:06,Soft Drink,3,1.99,5.97,Card,Jess
2025-05-15,11:57,Veggie Supreme,4,8.49,33.96,Card,Jess
2025-05-24,18:26,Choco Lava Cake,3,3.49,10.47,Card,Alex
2025-05-16,22:15,Soft Drink,5,1.99,9.95,Online Payment,Sam
2025-05-02,17:32,Stuffed Crust,1,9.99,9.99,Cash,Taylor
2025-05-20,15:47,Chicken Wings,2,5.99,11.98,Cash,Alex
2025-05-14,22:39,Veggie Supreme,4,8.49,33.96,Online Payment,Jess
2025-05-21,16:39,Cheese Burst,2,7.99,15.98,Card,Alex
2025-05-21,16:23,Tandoori Paneer,1,9.25,9.25,Card,Chris
2025-05-31,19:48,Cheese Burst,5,7.99,39.95,Card,Alex
2025-05-26,10:10,Choco Lava Cake,2,3.49,6.98,Online Payment,Sam
2025-05-18,20:03,Veggie Supreme,3,8.49,25.47,Cash,Taylor
2025-05-20,17:02,Hawaiian,1,8.99,8.99,Cash,Taylor
2025-05-28,15:11,Hawaiian,2,8.99,17.98,Card,Jess
2025-05-18,10:05,Stuffed Crust,5,9.99,49.95,Cash,Jess
2025-05-28,21:41,Pepperoni,2,8.99,17.98,Cash,Sam
2025-05-14,21:21,Garlic Bread,1,4.99,4.99,Cash,Chris
2025-05-07,12:22,Pepperoni,5,8.99,44.95,Card,Alex
2025-05-30,13:52,Soft Drink,3,1.99,5.97,Cash,Alex
2025-05-23,17:31,Soft Drink,1,1.99,1.99,Online Payment,Jess
2025-05-09,16:30,BBQ Chicken,1,9.49,9.49,Card,Chris
2025-05-22,18:26,BBQ Chicken,3,9.49,28.47,Cash,Taylor
2025-05-12,17:43,Soft Drink,3,1.99,5.97,Online Payment,Chris
2025-05-24,17:50,Margherita,4,6.99,27.96,Online Payment,Taylor
2025-05-03,21:05,Soft Drink,2,1.99,3.98,Cash,Taylor
2025-05-26,22:09,Choco Lava Cake,4,3.49,13.96,Cash,Taylor
2025-05-28,16:57,BBQ Chicken,1,9.49,9.49,Card,Sam
2025-05-17,12:03,Cheese Burst,1,7.99,7.99,Online Payment,Sam
2025-05-30,19:10,Soft Drink,3,1.99,5.97,Card,Sam
2025-05-30,18:05,Cheese Burst,4,7.99,31.96,Online Payment,Taylor
2025-05-02,19:50,Choco Lava Cake,2,3.49,6.98,Card,Taylor
2025-05-14,18:30,Chicken Wings,3,5.99,17.97,Card,Alex
2025-05-31,10:22,Soft Drink,5,1.99,9.95,Cash,Chris
2025-05-22,17:07,Choco Lava Cake,1,3.49,3.49,Cash,Taylor
2025-05-02,21:35,Margherita,3,6.99,20.97,Card,Jess
2025-05-28,17:34,Veggie Supreme,3,8.49,25.47,Online Payment,Jess
2025-05-15,20:41,BBQ Chicken,4,9.49,37.96,Card,Jess
2025-05-12,16:50,Veggie Supreme,5,8.49,42.45,Card,Taylor
2025-05-12,18:47,Choco Lava Cake,2,3.49,6.98,Online Payment,Alex
2025-05-08,14:43,Choco Lava Cake,4,3.49,13.96,Card,Taylor
2025-05-09,19:46,Chicken Wings,3,5.99,17.97,Online Payment,Alex
2025-05-28,12:07,Veggie Supreme,5,8.49,42.45,Card,Chris
2025-05-22,22:36,Pepperoni,1,8.99,8.99,Online Payment,Jess
2025-05-30,22:36,Soft Drink,1,1.99,1.99,Cash,Jess
2025-05-17,11:37,Garlic Bread,5,4.99,24.95,Online Payment,Sam
2025-05-13,22:19,Soft Drink,2,1.99,3.98,Card,Alex
2025-05-30,19:40,Soft Drink,4,1.99,7.96,Cash,Alex
2025-05-04,19:11,Hawaiian,4,8.99,35.96,Card,Taylor
2025-05-24,14:29,BBQ Chicken,4,9.49,37.96,Card,Jess
2025-05-04,16:41,Soft Drink,1,1.99,1.99,Cash,Chris
2025-05-27,11:25,Chicken Wings,5,5.99,29.95,Online Payment,Chris
2025-05-08,10:45,Chicken Wings,4,5.99,23.96,Card,Jess
2025-05-10,11:00,Stuffed Crust,5,9.99,49.95,Card,Chris
2025-05-01,21:14,Stuffed Crust,2,9.99,19.98,Cash,Sam
2025-05-26,10:36,BBQ Chicken,2,9.49,18.98,Card,Jess
2025-05-22,18:45,Cheese Burst,3,7.99,23.97,Cash,Taylor
2025-05-07,19:00,Tandoori Paneer,1,9.25,9.25,Card,Jess
2025-05-10,16:48,BBQ Chicken,3,9.49,28.47,Cash,Sam
2025-05-29,10:37,Choco Lava Cake,3,3.49,10.47,Online Payment,Alex
2025-05-19,12:28,Stuffed Crust,3,9.99,29.97,Online Payment,Chris
2025-05-08,20:24,BBQ Chicken,5,9.49,47.45,Cash,Jess
2025-05-12,21:21,Choco Lava Cake,4,3.49,13.96,Cash,Sam
2025-05-17,13:29,Cheese Burst,2,7.99,15.98,Online Payment,Alex
2025-05-02,13:44,Tandoori Paneer,1,9.25,9.25,Card,Chris
2025-05-22,14:15,Cheese Burst,1,7.99,7.99,Online Payment,Jess
2025-05-02,20:44,Choco Lava Cake,3,3.49,10.47,Online Payment,Taylor
2025-05-31,20:41,Soft Drink,1,1.99,1.99,Online Payment,Taylor
2025-05-18,13:47,Stuffed Crust,4,9.99,39.96,Card,Jess
2025-05-28,20:30,Garlic Bread,5,4.99,24.95,Card,Taylor
2025-05-25,10:47,Hawaiian,3,8.99,26.97,Online Payment,Chris
2025-05-23,17:14,Margherita,3,6.99,20.97,Cash,Taylor
2025-05-12,22:25,Soft Drink,4,1.99,7.96,Online Payment,Jess
2025-05-09,19:57,Veggie Supreme,4,8.49,33.96,Online Payment,Taylor
2025-05-28,12:23,Margherita,1,6.99,6.99,Card,Chris
2025-05-31,20:55,Cheese Burst,4,7.99,31.96,Cash,Chris
2025-05-09,13:59,Garlic Bread,2,4.99,9.98,Online Payment,Chris
2025-05-05,17:37,BBQ Chicken,4,9.49,37.96,Online Payment,Sam
2025-05-02,10:56,BBQ Chicken,3,9.49,28.47,Online Payment,Alex
2025-05-20,13:43,Pepperoni,5,8.99,44.95,Online Payment,Taylor
2025-05-26,16:58,Pepperoni,3,8.99,26.97,Cash,Jess
2025-05-12,10:40,BBQ Chicken,2,9.49,18.98,Cash,Chris
2025-05-15,10:34,Choco Lava Cake,3,3.49,10.47,Online Payment,Chris
2025-05-03,14:56,Hawaiian,4,8.99,35.96,Online Payment,Jess
2025-05-18,19:55,Choco Lava Cake,3,3.49,10.47,Card,Chris
2025-05-08,12:42,Cheese Burst,4,7.99,31.96,Cash,Alex
2025-05-03,15:31,Veggie Supreme,4,8.49,33.96,Card,Alex
2025-05-17,22:38,Stuffed Crust,4,9.99,39.96,Online Payment,Alex
2025-05-02,11:51,Tandoori Paneer,3,9.25,27.75,Cash,Taylor
2025-05-19,13:52,Tandoori Paneer,5,9.25,46.25,Cash,Sam
2025-05-07,19:08,Cheese Burst,3,7.99,23.97,Online Payment,Chris
2025-05-18,18:25,BBQ Chicken,3,9.49,28.47,Cash,Alex
2025-05-07,22:01,Stuffed Crust,3,9.99,29.97,Online Payment,Taylor
2025-05-02,21:40,Veggie Supreme,2,8.49,16.98,Online Payment,Taylor
2025-05-26,14:16,Tandoori Paneer,1,9.25,9.25,Card,Jess
2025-05-23,13:28,Pepperoni,4,8.99,35.96,Cash,Taylor
2025-05-13,14:45,Choco Lava Cake,5,3.49,17.45,Cash,Chris
2025-05-21,13:10,Margherita,5,6.99,34.95,Online Payment,Alex
2025-05-23,21:38,Pepperoni,3,8.99,26.97,Card,Sam
2025-05-05,12:25,Cheese Burst,3,7.99,23.97,Cash,Taylor
2025-05-11,17:51,Stuffed Crust,5,9.99,49.95,Online Payment,Jess
2025-05-31,13:50,Cheese Burst,2,7.99,15.98,Card,Alex
2025-05-05,22:54,Stuffed Crust,4,9.99,39.96,Card,Jess
2025-05-28,21:46,BBQ Chicken,1,9.49,9.49,Online Payment,Alex
2025-05-16,13:47,Soft Drink,5,1.99,9.95,Cash,Sam
2025-05-17,16:35,Pepperoni,5,8.99,44.95,Card,Taylor
2025-05-19,14:07,BBQ Chicken,1,9.49,9.49,Cash,Taylor
2025-05-12,20:37,Tandoori Paneer,2,9.25,18.5,Online Payment,Jess
2025-05-31,16:17,Choco Lava Cake,1,3.49,3.49,Cash,Alex
2025-05-20,11:54,Chicken Wings,4,5.99,23.96,Cash,Taylor
2025-05-08,20:18,Veggie Supreme,5,8.49,42.45,Online Payment,Taylor
2025-05-31,17:49,Garlic Bread,5,4.99,24.95,Cash,Sam
2025-05-16,20:50,Veggie Supreme,4,8.49,33.96,Cash,Alex
2025-05-29,18:36,Hawaiian,1,8.99,8.99,Online Payment,Jess
2025-05-26,19:39,Cheese Burst,5,7.99,39.95,Card,Taylor
2025-05-20,16:21,BBQ Chicken,2,9.49,18.98,Online Payment,Sam
2025-05-06,15:52,Tandoori Paneer,3,9.25,27.75,Online Payment,Chris
2025-05-29,11:54,Veggie Supreme,1,8.49,8.49,Cash,Taylor
2025-05-08,18:16,Choco Lava Cake,5,3.49,17.45,Online Payment,Sam
2025-05-13,12:10,Stuffed Crust,4,9.99,39.96,Online Payment,Taylor
2025-05-04,10:58,Choco Lava Cake,1,3.49,3.49,Card,Jess
2025-05-26,10:16,Veggie Supreme,3,8.49,25.47,Card,Alex
2025-05-16,18:27,Cheese Burst,3,7.99,23.97,Online Payment,Alex
2025-05-21,16:07,Pepperoni,3,8.99,26.97,Card,Chris
2025-05-25,17:16,Chicken Wings,4,5.99,23.96,Online Payment,Alex
2025-05-10,11:39,Veggie Supreme,5,8.49,42.45,Cash,Sam
2025-05-14,18:37,Hawaiian,3,8.99,26.97,Online Payment,Alex
2025-05-02,11:49,Choco Lava Cake,5,3.49,17.45,Online Payment,Taylor
2025-05-09,21:08,Cheese Burst,4,7.99,31.96,Online Payment,Alex
2025-05-27,18:48,Chicken Wings,2,5.99,11.98,Cash,Alex
2025-05-13,22:02,Soft Drink,3,1.99,5.97,Cash,Jess
2025-05-28,11:52,Tandoori Paneer,2,9.25,18.5,Cash,Alex
2025-05-19,20:29,Cheese Burst,3,7.99,23.97,Cash,Chris
2025-05-13,15:43,Veggie Supreme,5,8.49,42.45,Online Payment,Taylor
2025-05-28,22:48,Choco Lava Cake,2,3.49,6.98,Cash,Jess
2025-05-27,14:43,Pepperoni,4,8.99,35.96,Card,Jess
2025-05-05,17:16,Soft Drink,4,1.99,7.96,Card,Alex
2025-05-22,19:12,Hawaiian,4,8.99,35.96,Card,Jess
2025-05-23,18:22,Margherita,5,6.99,34.95,Cash,Sam
2025-05-02,22:45,Garlic Bread,5,4.99,24.95,Online Payment,Taylor
2025-05-14,10:46,BBQ Chicken,2,9.49,18.98,Card,Sam
2025-05-02,15:08,Garlic Bread,3,4.99,14.97,Card,Jess
2025-05-30,20:03,Margherita,2,6.99,13.98,Online Payment,Chris
2025-05-15,16:24,BBQ Chicken,5,9.49,47.45,Card,Chris
2025-05-12,17:40,Chicken Wings,5,5.99,29.95,Cash,Chris
2025-05-30,11:29,Cheese Burst,5,7.99,39.95,Card,Sam
2025-05-13,16:18,Margherita,2,6.99,13.98,Card,Taylor
2025-05-15,17:19,Hawaiian,4,8.99,35.96,Cash,Chris
2025-05-16,20:58,BBQ Chicken,2,9.49,18.98,Card,Alex
2025-05-27,18:10,Soft Drink,1,1.99,1.99,Card,Taylor
2025-05-21,16:22,Veggie Supreme,1,8.49,8.49,Cash,Taylor
2025-05-23,22:30,Hawaiian,1,8.99,8.99,Cash,Jess
2025-05-16,21:17,Pepperoni,4,8.99,35.96,Cash,Chris
2025-05-23,18:38,Chicken Wings,3,5.99,17.97,Cash,Alex
2025-05-26,22:06,Margherita,2,6.99,13.98,Card,Taylor
2025-05-24,17:22,Hawaiian,3,8.99,26.97,Card,Alex
2025-05-03,22:38,Stuffed Crust,3,9.99,29.97,Cash,Taylor
2025-05-25,12:01,BBQ Chicken,1,9.49,9.49,Card,Taylor
2025-05-26,13:43,Garlic Bread,1,4.99,4.99,Cash,Taylor
2025-05-09,16:23,BBQ Chicken,3,9.49,28.47,Card,Taylor
2025-05-31,14:03,BBQ Chicken,5,9.49,47.45,Card,Chris
2025-05-30,16:05,Cheese Burst,5,7.99,39.95,Card,Jess
2025-05-27,20:17,BBQ Chicken,2,9.49,18.98,Online Payment,Chris
2025-05-13,11:04,Hawaiian,2,8.99,17.98,Cash,Alex
2025-05-01,19:19,Choco Lava Cake,4,3.49,13.96,Online Payment,Alex
2025-05-13,11:32,Choco Lava Cake,3,3.49,10.47,Card,Sam
2025-05-23,10:24,BBQ Chicken,4,9.49,37.96,Online Payment,Alex
2025-05-23,22:25,BBQ Chicken,2,9.49,18.98,Online Payment,Taylor
2025-05-01,11:49,Soft Drink,2,1.99,3.98,Online Payment,Alex
2025-05-20,20:50,Stuffed Crust,2,9.99,19.98,Cash,Sam
2025-05-18,17:31,Stuffed Crust,4,9.99,39.96,Card,Alex
2025-05-16,14:42,Veggie Supreme,2,8.49,16.98,Cash,Jess
2025-05-06,17:18,Garlic Bread,2,4.99,9.98,Online Payment,Alex
2025-05-06,19:53,Soft Drink,2,1.99,3.98,Cash,Taylor
2025-05-15,12:25,Choco Lava Cake,2,3.49,6.98,Card,Jess
2025-05-14,15:26,Choco Lava Cake,5,3.49,17.45,Online Payment,Alex
2025-05-23,13:36,Hawaiian,1,8.99,8.99,Card,Chris
2025-05-06,17:30,Stuffed Crust,4,9.99,39.96,Cash,Jess
2025-05-31,11:33,Hawaiian,2,8.99,17.98,Online Payment,Taylor
2025-05-01,14:43,Tandoori Paneer,1,9.25,9.25,Cash,Chris
2025-05-26,22:26,Hawaiian,2,8.99,17.98,Card,Sam
2025-05-02,17:13,Veggie Supreme,1,8.49,8.49,Cash,Taylor
2025-05-26,13:22,Veggie Supreme,3,8.49,25.47,Online Payment,Sam
2025-05-05,22:51,Choco Lava Cake,4,3.49,13.96,Online Payment,Chris
2025-05-24,13:28,Garlic Bread,3,4.99,14.97,Online Payment,Taylor
2025-05-29,11:38,Garlic Bread,5,4.99,24.95,Card,Jess
2025-05-25,10:12,Choco Lava Cake,1,3.49,3.49,Online Payment,Taylor
2025-05-16,21:50,Stuffed Crust,4,9.99,39.96,Card,Taylor
2025-05-29,10:54,Cheese Burst,5,7.99,39.95,Online Payment,Chris
2025-05-20,12:08,Stuffed Crust,4,9.99,39.96,Cash,Alex
2025-05-20,19:40,BBQ Chicken,2,9.49,18.98,Cash,Alex
2025-05-09,15:22,Garlic Bread,2,4.99,9.98,Cash,Chris
2025-05-21,19:58,Veggie Supreme,2,8.49,16.98,Cash,Jess
2025-05-10,13:43,Stuffed Crust,4,9.99,39.96,Online Payment,Chris
2025-05-02,14:14,Stuffed Crust,3,9.99,29.97,Card,Chris
2025-05-21,16:23,Stuffed Crust,1,9.99,9.99,Card,Jess
2025-05-12,10:52,Chicken Wings,1,5.99,5.99,Online Payment,Jess
2025-05-20,22:07,Cheese Burst,5,7.99,39.95,Cash,Chris
2025-05-22,11:24,Garlic Bread,5,4.99,24.95,Online Payment,Taylor
2025-05-01,21:24,Veggie Supreme,3,8.49,25.47,Card,Alex
2025-05-04,16:33,Garlic Bread,3,4.99,14.97,Cash,Taylor
2025-05-03,20:44,Veggie Supreme,1,8.49,8.49,Online Payment,Taylor
2025-05-24,16:23,Choco Lava Cake,5,3.49,17.45,Cash,Alex
2025-05-14,21:51,Cheese Burst,4,7.99,31.96,Online Payment,Taylor
2025-05-30,10:20,Choco Lava Cake,5,3.49,17.45,Online Payment,Alex
2025-05-18,17:09,BBQ Chicken,5,9.49,47.45,Card,Chris
2025-05-05,10:38,Hawaiian,4,8.99,35.96,Card,Jess
2025-05-22,11:15,Stuffed Crust,1,9.99,9.99,Card,Alex
2025-05-06,16:59,Veggie Supreme,4,8.49,33.96,Online Payment,Taylor
2025-05-29,20:11,Cheese Burst,5,7.99,39.95,Cash,Jess
2025-05-22,10:12,Stuffed Crust,2,9.99,19.98,Card,Taylor
2025-05-10,15:19,BBQ Chicken,5,9.49,47.45,Online Payment,Chris
2025-05-25,18:53,Stuffed Crust,3,9.99,29.97,Card,Jess
2025-05-04,22:18,Tandoori Paneer,5,9.25,46.25,Cash,Sam
2025-05-04,12:15,Soft Drink,2,1.99,3.98,Online Payment,Taylor
2025-05-19,19:03,Soft Drink,2,1.99,3.98,Card,Jess
2025-05-30,15:54,Veggie Supreme,2,8.49,16.98,Online Payment,Alex
2025-05-04,19:09,Cheese Burst,5,7.99,39.95,Online Payment,Taylor
2025-05-15,20:42,Cheese Burst,3,7.99,23.97,Online Payment,Chris
2025-05-24,19:57,Soft Drink,4,1.99,7.96,Online Payment,Taylor
2025-05-25,19:49,Chicken Wings,4,5.99,23.96,Card,Taylor
2025-05-17,12:55,Veggie Supreme,5,8.49,42.45,Card,Taylor
2025-05-17,22:01,Pepperoni,2,8.99,17.98,Cash,Taylor
2025-05-12,15:32,Stuffed Crust,2,9.99,19.98,Card,Alex
2025-05-22,22:58,Cheese Burst,1,7.99,7.99,Cash,Jess
2025-05-28,11:02,Pepperoni,3,8.99,26.97,Card,Taylor
2025-05-17,15:53,Pepperoni,2,8.99,17.98,Cash,Taylor
2025-05-01,13:43,BBQ Chicken,2,9.49,18.98,Online Payment,Chris
2025-05-13,21:56,Soft Drink,1,1.99,1.99,Card,Alex
2025-05-19,13:33,Veggie Supreme,2,8.49,16.98,Online Payment,Sam
2025-05-05,18:11,Tandoori Paneer,1,9.25,9.25,Card,Sam
2025-05-19,16:22,Veggie Supreme,3,8.49,25.47,Cash,Sam
2025-05-25,16:02,Garlic Bread,1,4.99,4.99,Online Payment,Alex
2025-05-16,19:28,Soft Drink,5,1.99,9.95,Cash,Taylor
2025-05-21,13:41,Cheese Burst,4,7.99,31.96,Card,Jess
2025-05-21,13:00,Tandoori Paneer,1,9.25,9.25,Card,Sam
2025-05-02,14:21,Choco Lava Cake,2,3.49,6.98,Cash,Taylor
2025-05-07,16:21,Pepperoni,5,8.99,44.95,Card,Jess
2025-05-15,12:30,Choco Lava Cake,1,3.49,3.49,Card,Alex
2025-05-09,16:00,Pepperoni,1,8.99,8.99,Online Payment,Taylor
2025-05-29,21:22,Tandoori Paneer,4,9.25,37.0,Cash,Sam
2025-05-19,10:08,Tandoori Paneer,1,9.25,9.25,Cash,Chris
2025-05-09,20:47,Chicken Wings,3,5.99,17.97,Card,Alex
2025-05-02,13:59,Cheese Burst,2,7.99,15.98,Card,Chris
2025-05-04,19:41,Choco Lava Cake,3,3.49,10.47,Online Payment,Taylor
2025-05-22,15:18,BBQ Chicken,3,9.49,28.47,Cash,Sam
2025-05-11,17:33,Choco Lava Cake,5,3.49,17.45,Card,Sam
2025-05-01,21:11,Hawaiian,3,8.99,26.97,Online Payment,Chris
2025-05-01,11:32,Margherita,3,6.99,20.97,Card,Taylor
2025-05-14,11:22,Choco Lava Cake,1,3.49,3.49,Card,Jess
2025-05-06,15:41,Veggie Supreme,5,8.49,42.45,Card,Alex
2025-05-25,17:39,BBQ Chicken,1,9.49,9.49,Cash,Sam
2025-05-25,21:29,Veggie Supreme,5,8.49,42.45,Online Payment,Sam
2025-05-31,22:17,Pepperoni,1,8.99,8.99,Cash,Alex
2025-05-25,19:08,Pepperoni,4,8.99,35.96,Card,Sam
2025-05-24,22:22,Garlic Bread,3,4.99,14.97,Online Payment,Sam
2025-05-12,10:50,BBQ Chicken,1,9.49,9.49,Card,Chris
2025-05-26,14:41,Pepperoni,2,8.99,17.98,Card,Chris
2025-05-12,19:11,Stuffed Crust,4,9.99,39.96,Cash,Sam
2025-05-01,21:41,Soft Drink,3,1.99,5.97,Online Payment,Alex
2025-05-17,12:46,Margherita,4,6.99,27.96,Cash,Sam
2025-05-09,15:22,Stuffed Crust,1,9.99,9.99,Card,Sam
2025-05-20,12:50,Garlic Bread,1,4.99,4.99,Online Payment,Sam
2025-05-17,10:30,Tandoori Paneer,2,9.25,18.5,Online Payment,Sam
2025-05-07,16:51,Soft Drink,3,1.99,5.97,Cash,Alex
2025-05-11,10:45,Stuffed Crust,2,9.99,19.98,Online Payment,Chris
2025-05-03,19:03,Pepperoni,1,8.99,8.99,Card,Jess
2025-05-23,15:37,Soft Drink,3,1.99,5.97,Online Payment,Chris
2025-05-17,19:02,Hawaiian,1,8.99,8.99,Card,Sam
2025-05-13,14:13,Veggie Supreme,3,8.49,25.47,Online Payment,Jess
2025-05-18,16:30,Garlic Bread,3,4.99,14.97,Online Payment,Jess
2025-05-23,15:22,Stuffed Crust,4,9.99,39.96,Online Payment,Chris
2025-05-30,12:19,Cheese Burst,5,7.99,39.95,Card,Chris
2025-05-04,14:16,Stuffed Crust,5,9.99,49.95,Online Payment,Alex
2025-05-22,17:18,Pepperoni,3,8.99,26.97,Online Payment,Taylor
2025-05-16,11:32,Stuffed Crust,5,9.99,49.95,Card,Sam
2025-05-05,11:06,Veggie Supreme,2,8.49,16.98,Cash,Jess
2025-05-14,14:25,Garlic Bread,2,4.99,9.98,Cash,Sam
2025-05-31,17:48,Garlic Bread,1,4.99,4.99,Cash,Chris
2025-05-08,10:31,Soft Drink,4,1.99,7.96,Card,Alex
2025-05-09,14:20,Choco Lava Cake,1,3.49,3.49,Online Payment,Taylor
2025-05-30,10:32,Stuffed Crust,2,9.99,19.98,Card,Alex
2025-05-23,20:43,Cheese Burst,2,7.99,15.98,Online Payment,Alex
2025-05-12,18:11,Tandoori Paneer,3,9.25,27.75,Cash,Sam
2025-05-20,18:53,Tandoori Paneer,4,9.25,37.0,Cash,Sam
2025-05-12,21:13,Choco Lava Cake,1,3.49,3.49,Cash,Chris
2025-05-14,15:16,Garlic Bread,3,4.99,14.97,Cash,Sam
2025-05-11,12:58,Margherita,2,6.99,13.98,Card,Taylor
2025-05-26,22:43,BBQ Chicken,1,9.49,9.49,Online Payment,Taylor
2025-05-04,19:09,Pepperoni,1,8.99,8.99,Card,Jess
2025-05-08,21:38,Tandoori Paneer,3,9.25,27.75,Online Payment,Taylor
2025-05-17,22:24,Stuffed Crust,3,9.99,29.97,Card,Sam
2025-05-14,22:32,Chicken Wings,2,5.99,11.98,Online Payment,Chris
2025-05-25,18:46,Chicken Wings,2,5.99,11.98,Card,Sam
2025-05-30,16:10,Chicken Wings,3,5.99,17.97,Cash,Alex
2025-05-24,11:54,Veggie Supreme,5,8.49,42.45,Card,Sam
2025-05-20,11:59,Tandoori Paneer,2,9.25,18.5,Online Payment,Jess
2025-05-07,19:30,Chicken Wings,5,5.99,29.95,Cash,Sam
2025-05-20,16:54,Cheese Burst,5,7.99,39.95,Card,Sam
2025-05-16,14:25,Stuffed Crust,1,9.99,9.99,Card,Sam
2025-05-09,13:54,Hawaiian,5,8.99,44.95,Online Payment,Sam
2025-05-11,22:21,Choco Lava Cake,1,3.49,3.49,Card,Taylor
2025-05-25,11:59,Garlic Bread,4,4.99,19.96,Card,Taylor
2025-05-17,14:08,Veggie Supreme,5,8.49,42.45,Card,Sam
2025-05-09,20:38,Hawaiian,2,8.99,17.98,Cash,Sam
2025-05-24,20:00,Stuffed Crust,5,9.99,49.95,Cash,Alex
2025-05-14,15:05,Stuffed Crust,1,9.99,9.99,Card,Alex
2025-05-11,12:38,Veggie Supreme,3,8.49,25.47,Online Payment,Taylor
2025-05-08,14:35,Soft Drink,5,1.99,9.95,Cash,Jess
2025-05-16,22:44,BBQ Chicken,5,9.49,47.45,Card,Sam
2025-05-09,14:33,Soft Drink,4,1.99,7.96,Card,Taylor
2025-05-09,17:48,Hawaiian,5,8.99,44.95,Online Payment,Alex
2025-05-20,21:49,Veggie Supreme,3,8.49,25.47,Card,Sam
2025-05-02,18:03,Stuffed Crust,1,9.99,9.99,Online Payment,Taylor
2025-05-07,19:17,Veggie Supreme,4,8.49,33.96,Online Payment,Jess
2025-05-16,13:00,Choco Lava Cake,4,3.49,13.96,Card,Chris
2025-05-28,19:41,Stuffed Crust,5,9.99,49.95,Online Payment,Jess
2025-05-05,14:41,Margherita,1,6.99,6.99,Cash,Taylor
2025-05-07,22:42,Pepperoni,5,8.99,44.95,Card,Alex
2025-05-14,21:22,Tandoori Paneer,1,9.25,9.25,Cash,Alex
2025-05-03,22:55,Margherita,5,6.99,34.95,Card,Chris
2025-05-26,11:36,Choco Lava Cake,3,3.49,10.47,Card,Taylor
2025-05-24,11:16,Margherita,5,6.99,34.95,Card,Jess
2025-05-09,16:35,Hawaiian,5,8.99,44.95,Card,Sam
2025-05-10,12:25,Pepperoni,1,8.99,8.99,Cash,Sam
2025-05-23,14:52,BBQ Chicken,5,9.49,47.45,Online Payment,Alex
2025-05-20,13:12,Hawaiian,5,8.99,44.95,Card,Sam
2025-05-12,13:37,Pepperoni,2,8.99,17.98,Card,Sam
2025-05-21,16:57,BBQ Chicken,3,9.49,28.47,Cash,Alex
2025-05-26,10:21,Choco Lava Cake,5,3.49,17.45,Online Payment,Chris
2025-05-20,18:44,Hawaiian,3,8.99,26.97,Cash,Sam
2025-05-16,13:20,Cheese Burst,5,7.99,39.95,Card,Sam
2025-05-26,20:41,Veggie Supreme,1,8.49,8.49,Online Payment,Sam
2025-05-02,20:11,Garlic Bread,3,4.99,14.97,Cash,Alex
2025-05-29,12:25,Hawaiian,5,8.99,44.95,Cash,Taylor
2025-05-06,12:59,Chicken Wings,1,5.99,5.99,Card,Chris
2025-05-31,12:12,Margherita,1,6.99,6.99,Online Payment,Alex
2025-05-04,14:22,Choco Lava Cake,1,3.49,3.49,Card,Sam
2025-05-14,13:35,Pepperoni,2,8.99,17.98,Cash,Chris
2025-05-19,18:14,Garlic Bread,5,4.99,24.95,Cash,Sam
2025-05-20,13:22,Cheese Burst,1,7.99,7.99,Card,Chris
2025-05-24,20:37,Stuffed Crust,2,9.99,19.98,Cash,Jess
2025-05-18,18:46,Margherita,1,6.99,6.99,Cash,Alex
2025-05-22,17:26,Stuffed Crust,4,9.99,39.96,Cash,Taylor
2025-05-13,21:29,Stuffed Crust,1,9.99,9.99,Card,Sam
2025-05-22,10:18,Choco Lava Cake,3,3.49,10.47,Card,Jess
2025-05-22,14:58,Veggie Supreme,5,8.49,42.45,Card,Jess
2025-05-23,19:48,Cheese Burst,3,7.99,23.97,Card,Alex
2025-05-17,20:35,Choco Lava Cake,3,3.49,10.47,Online Payment,Chris
2025-05-14,10:34,Soft Drink,3,1.99,5.97,Online Payment,Taylor
2025-05-08,18:51,Hawaiian,5,8.99,44.95,Online Payment,Sam
2025-05-30,22:33,Cheese Burst,4,7.99,31.96,Card,Jess
2025-05-09,15:20,Choco Lava Cake,5,3.49,17.45,Cash,Alex
2025-05-18,22:00,Veggie Supreme,5,8.49,42.45,Online Payment,Sam
2025-05-07,16:42,Garlic Bread,2,4.99,9.98,Online Payment,Taylor
2025-05-29,17:32,Stuffed Crust,3,9.99,29.97,Card,Chris
2025-05-06,19:49,Garlic Bread,4,4.99,19.96,Cash,Alex
2025-05-16,20:40,Hawaiian,2,8.99,17.98,Card,Chris
2025-05-04,19:07,Veggie Supreme,3,8.49,25.47,Online Payment,Sam
2025-05-13,18:18,BBQ Chicken,5,9.49,47.45,Card,Alex
2025-05-21,10:20,Soft Drink,5,1.99,9.95,Card,Sam
2025-05-28,13:18,BBQ Chicken,5,9.49,47.45,Online Payment,Sam
2025-05-08,19:23,Veggie Supreme,1,8.49,8.49,Online Payment,Chris
2025-05-06,12:33,Stuffed Crust,1,9.99,9.99,Online Payment,Chris
2025-05-10,11:11,Tandoori Paneer,3,9.25,27.75,Cash,Sam
